text,coding,round,recipient,sender.id,sender.name,treatment,direction,gameID,guess.x,confidence.x,nRabbits.x,nSquirrels.x,nCritters.x,mleEstimate.x,nSquirrelsGame.x,nRabbitsGame.x,mleGame.x,entropy.x,representation.x,designatedGame.x,entropy_bin.x,representation_bin.x,nCrittersGame_bin.x,error.x,guess.y,confidence.y,nRabbits.y,nSquirrels.y,nCritters.y,mleEstimate.y,nSquirrelsGame.y,nRabbitsGame.y,mleGame.y,entropy.y,representation.y,designatedGame.y,entropy_bin.y,representation_bin.y,nCrittersGame_bin.y,error.y
2 rabbits 2 squirrels,pn,6,01JD610FVKH033816DVATCK57H,01JD60YNKMEBVNDQ6D7WH55YBH,player 3,interactive,SR,01JD60MZWS0N7S4EKBRXZ7EGQK,80,63,2,2,4,0.5,4,11,0.7333,1.3793,0.25,24638,"1.4,1.6","0.24,0.36","15,20",6.67,80,63,2,2,4,0.5,4,11,0.7333,1.3793,0.25,24638,"1.4,1.6","0.24,0.36","15,20",6.67
4 rabbits 0 squirls,pn,6,01JD60YNKMEBVNDQ6D7WH55YBH,01JD60XBCF5J4W46VV4TJ3YBN5,player 2,interactive,SR,01JD60MZWS0N7S4EKBRXZ7EGQK,92,86,4,0,4,1,4,11,0.7333,1.3793,0.25,24638,"1.4,1.6","0.24,0.36","15,20",18.67,92,86,4,0,4,1,4,11,0.7333,1.3793,0.25,24638,"1.4,1.6","0.24,0.36","15,20",18.67
3 rabbits 0 squirrels,pn,6,01JD60KASVSH639F9CD7CRW6FA,01JD610FVKH033816DVATCK57H,player 4,interactive,SR,01JD60MZWS0N7S4EKBRXZ7EGQK,78,83,3,0,3,1,4,11,0.7333,1.3793,0.25,24638,"1.4,1.6","0.24,0.36","15,20",4.67,78,83,3,0,3,1,4,11,0.7333,1.3793,0.25,24638,"1.4,1.6","0.24,0.36","15,20",4.67
2 rabbits,pn,6,01JD60XBCF5J4W46VV4TJ3YBN5,01JD60KASVSH639F9CD7CRW6FA,player 1,interactive,SR,01JD60MZWS0N7S4EKBRXZ7EGQK,81,74,2,2,4,0.5,4,11,0.7333,1.3793,0.25,24638,"1.4,1.6","0.24,0.36","15,20",7.67,81,74,2,2,4,0.5,4,11,0.7333,1.3793,0.25,24638,"1.4,1.6","0.24,0.36","15,20",7.67
2 rabbits 2 squirrels,pn,7,01JD60KASVSH639F9CD7CRW6FA,01JD60YNKMEBVNDQ6D7WH55YBH,player 3,interactive,SR,01JD60MZWS0N7S4EKBRXZ7EGQK,68,34,2,2,4,0.5,4,11,0.7333,1.3793,0.25,24638,"1.4,1.6","0.24,0.36","15,20",5.33,68,34,2,2,4,0.5,4,11,0.7333,1.3793,0.25,24638,"1.4,1.6","0.24,0.36","15,20",5.33
4 rabbits 0 squirls,pn,7,01JD610FVKH033816DVATCK57H,01JD60XBCF5J4W46VV4TJ3YBN5,player 2,interactive,SR,01JD60MZWS0N7S4EKBRXZ7EGQK,95,84,4,0,4,1,4,11,0.7333,1.3793,0.25,24638,"1.4,1.6","0.24,0.36","15,20",21.67,95,84,4,0,4,1,4,11,0.7333,1.3793,0.25,24638,"1.4,1.6","0.24,0.36","15,20",21.67
3 rabbits 0 squirrels,pn,7,01JD60XBCF5J4W46VV4TJ3YBN5,01JD610FVKH033816DVATCK57H,player 4,interactive,SR,01JD60MZWS0N7S4EKBRXZ7EGQK,80,77,3,0,3,1,4,11,0.7333,1.3793,0.25,24638,"1.4,1.6","0.24,0.36","15,20",6.67,80,77,3,0,3,1,4,11,0.7333,1.3793,0.25,24638,"1.4,1.6","0.24,0.36","15,20",6.67
2 rabbits,pn,7,01JD60YNKMEBVNDQ6D7WH55YBH,01JD60KASVSH639F9CD7CRW6FA,player 1,interactive,SR,01JD60MZWS0N7S4EKBRXZ7EGQK,84,73,2,2,4,0.5,4,11,0.7333,1.3793,0.25,24638,"1.4,1.6","0.24,0.36","15,20",10.67,84,73,2,2,4,0.5,4,11,0.7333,1.3793,0.25,24638,"1.4,1.6","0.24,0.36","15,20",10.67
2 rabbits 2 squirrels,pn,8,01JD60XBCF5J4W46VV4TJ3YBN5,01JD60YNKMEBVNDQ6D7WH55YBH,player 3,interactive,SR,01JD60MZWS0N7S4EKBRXZ7EGQK,81,84,2,2,4,0.5,4,11,0.7333,1.3793,0.25,24638,"1.4,1.6","0.24,0.36","15,20",7.67,81,84,2,2,4,0.5,4,11,0.7333,1.3793,0.25,24638,"1.4,1.6","0.24,0.36","15,20",7.67
3 rabbits 0 squirrels,pn,8,01JD60YNKMEBVNDQ6D7WH55YBH,01JD610FVKH033816DVATCK57H,player 4,interactive,SR,01JD60MZWS0N7S4EKBRXZ7EGQK,83,83,3,0,3,1,4,11,0.7333,1.3793,0.25,24638,"1.4,1.6","0.24,0.36","15,20",9.67,83,83,3,0,3,1,4,11,0.7333,1.3793,0.25,24638,"1.4,1.6","0.24,0.36","15,20",9.67
2 rabbits,pn,8,01JD610FVKH033816DVATCK57H,01JD60KASVSH639F9CD7CRW6FA,player 1,interactive,SR,01JD60MZWS0N7S4EKBRXZ7EGQK,50,97,2,2,4,0.5,4,11,0.7333,1.3793,0.25,24638,"1.4,1.6","0.24,0.36","15,20",23.33,50,97,2,2,4,0.5,4,11,0.7333,1.3793,0.25,24638,"1.4,1.6","0.24,0.36","15,20",23.33
4 rabbits 0 squirls,pn,8,01JD60KASVSH639F9CD7CRW6FA,01JD60XBCF5J4W46VV4TJ3YBN5,player 2,interactive,SR,01JD60MZWS0N7S4EKBRXZ7EGQK,97,82,4,0,4,1,4,11,0.7333,1.3793,0.25,24638,"1.4,1.6","0.24,0.36","15,20",23.67,97,82,4,0,4,1,4,11,0.7333,1.3793,0.25,24638,"1.4,1.6","0.24,0.36","15,20",23.67
I only see one rabbit in my yard,pn,1,01JD60QFT5B3EAKCNMJS6M39SQ,01JD60RPC8TA9GBGG977GDCX49,player 4,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,100,100,1,0,1,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25,100,100,1,0,1,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25
There is a few rabbits and squirrels,pb,1,01JD60RPC8TA9GBGG977GDCX49,01JD60QFT5B3EAKCNMJS6M39SQ,player 2,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,NA,NA,5,5,10,0.5,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",NA,NA,NA,5,5,10,0.5,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",NA
i have rabbits in my yard,pb,1,01JD60RFK9JVBTBHS70AN5RCE4,01JD60KT7TW30N9Z8PC5A0Q8CT,player 1,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,100,100,12,0,12,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25,100,100,12,0,12,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25
Seems there isn't much going on in my yard,pb,1,01JD60KT7TW30N9Z8PC5A0Q8CT,01JD60RFK9JVBTBHS70AN5RCE4,player 3,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,80,60,0,1,1,0,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",5,80,60,0,1,1,0,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",5
just one squirrel,pn,1,01JD60KT7TW30N9Z8PC5A0Q8CT,01JD60RFK9JVBTBHS70AN5RCE4,player 3,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,80,60,0,1,1,0,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",5,80,60,0,1,1,0,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",5
how many rabbits do you see in your yard?,q,1,01JD60QFT5B3EAKCNMJS6M39SQ,01JD60RPC8TA9GBGG977GDCX49,player 4,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,100,100,1,0,1,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25,100,100,1,0,1,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25
There are 5 squirrels and 5 rabbits,pn,2,01JD60KT7TW30N9Z8PC5A0Q8CT,01JD60QFT5B3EAKCNMJS6M39SQ,player 2,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,NA,NA,5,5,10,0.5,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",NA,NA,NA,5,5,10,0.5,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",NA
How many rabbits are in your yard?,q,2,01JD60RFK9JVBTBHS70AN5RCE4,01JD60RPC8TA9GBGG977GDCX49,player 4,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,68,67,1,0,1,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",7,68,67,1,0,1,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",7
"I only see one squirrel in my yard, nothing else",pn,2,01JD60QFT5B3EAKCNMJS6M39SQ,01JD60RFK9JVBTBHS70AN5RCE4,player 3,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,68,58,0,1,1,0,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",7,68,58,0,1,1,0,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",7
I saw some rabbits in my yard,pb,2,01JD60RPC8TA9GBGG977GDCX49,01JD60KT7TW30N9Z8PC5A0Q8CT,player 1,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,86,100,12,0,12,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",11,86,100,12,0,12,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",11
how about you?,q,2,01JD60QFT5B3EAKCNMJS6M39SQ,01JD60RFK9JVBTBHS70AN5RCE4,player 3,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,68,58,0,1,1,0,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",7,68,58,0,1,1,0,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",7
There are 5 squirrels and 5 rabbits,pn,3,01JD60RFK9JVBTBHS70AN5RCE4,01JD60QFT5B3EAKCNMJS6M39SQ,player 2,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,NA,NA,5,5,10,0.5,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",NA,NA,NA,5,5,10,0.5,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",NA
One lone rabbit hanging around here.,pn,3,01JD60KT7TW30N9Z8PC5A0Q8CT,01JD60RPC8TA9GBGG977GDCX49,player 4,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,50,80,1,0,1,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25,50,80,1,0,1,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25
not much happening here,o,3,01JD60QFT5B3EAKCNMJS6M39SQ,01JD60KT7TW30N9Z8PC5A0Q8CT,player 1,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,99,100,12,0,12,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",24,99,100,12,0,12,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",24
I have one squirrel and zero rabbits,pn,3,01JD60RPC8TA9GBGG977GDCX49,01JD60RFK9JVBTBHS70AN5RCE4,player 3,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,34,55,0,1,1,0,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",41,34,55,0,1,1,0,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",41
There are 5 rabbits and 5 squirrels,pn,4,01JD60RPC8TA9GBGG977GDCX49,01JD60QFT5B3EAKCNMJS6M39SQ,player 2,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,NA,NA,5,5,10,0.5,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",NA,NA,NA,5,5,10,0.5,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",NA
no picture,o,4,01JD60RFK9JVBTBHS70AN5RCE4,01JD60KT7TW30N9Z8PC5A0Q8CT,player 1,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,59,100,12,0,12,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",16,59,100,12,0,12,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",16
No squirrels to be found here.,pb,4,01JD60QFT5B3EAKCNMJS6M39SQ,01JD60RPC8TA9GBGG977GDCX49,player 4,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,51,100,1,0,1,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",24,51,100,1,0,1,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",24
I have one squirrel,pn,4,01JD60KT7TW30N9Z8PC5A0Q8CT,01JD60RFK9JVBTBHS70AN5RCE4,player 3,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,44,59,0,1,1,0,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",31,44,59,0,1,1,0,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",31
i cant see anything,pb,5,01JD60RPC8TA9GBGG977GDCX49,01JD60KT7TW30N9Z8PC5A0Q8CT,player 1,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,50,100,12,0,12,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25,50,100,12,0,12,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25
I have one squirrel,pn,5,01JD60QFT5B3EAKCNMJS6M39SQ,01JD60RFK9JVBTBHS70AN5RCE4,player 3,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,49,50,0,1,1,0,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",26,49,50,0,1,1,0,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",26
There are 5 squirrels and 5 rabbits,pn,5,01JD60KT7TW30N9Z8PC5A0Q8CT,01JD60QFT5B3EAKCNMJS6M39SQ,player 2,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,NA,NA,5,5,10,0.5,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",NA,NA,NA,5,5,10,0.5,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",NA
No squirrels with one solo rabbit,pn,5,01JD60RFK9JVBTBHS70AN5RCE4,01JD60RPC8TA9GBGG977GDCX49,player 4,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,100,88,1,0,1,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25,100,88,1,0,1,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25
I have no rabbits,pn,5,01JD60QFT5B3EAKCNMJS6M39SQ,01JD60RFK9JVBTBHS70AN5RCE4,player 3,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,49,50,0,1,1,0,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",26,49,50,0,1,1,0,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",26
There are 5 squirrels and 5 rabbits,pn,6,01JD60RFK9JVBTBHS70AN5RCE4,01JD60QFT5B3EAKCNMJS6M39SQ,player 2,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,NA,NA,5,5,10,0.5,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",NA,NA,NA,5,5,10,0.5,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",NA
nothing again,pb,6,01JD60QFT5B3EAKCNMJS6M39SQ,01JD60KT7TW30N9Z8PC5A0Q8CT,player 1,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,100,64,12,0,12,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25,100,64,12,0,12,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25
No squirrels around here,pb,6,01JD60KT7TW30N9Z8PC5A0Q8CT,01JD60RPC8TA9GBGG977GDCX49,player 4,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,50,100,1,0,1,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25,50,100,1,0,1,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25
I see one squirrel and zero rabbits,pn,6,01JD60RPC8TA9GBGG977GDCX49,01JD60RFK9JVBTBHS70AN5RCE4,player 3,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,49,54,0,1,1,0,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",26,49,54,0,1,1,0,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",26
There are 5 squirrels and 5 rabbits,pn,7,01JD60RPC8TA9GBGG977GDCX49,01JD60QFT5B3EAKCNMJS6M39SQ,player 2,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,NA,NA,5,5,10,0.5,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",NA,NA,NA,5,5,10,0.5,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",NA
one squirrel and zero rabbits,pn,7,01JD60KT7TW30N9Z8PC5A0Q8CT,01JD60RFK9JVBTBHS70AN5RCE4,player 3,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,50,51,0,1,1,0,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25,50,51,0,1,1,0,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25
One rabbit and no squirrels,pn,7,01JD60QFT5B3EAKCNMJS6M39SQ,01JD60RPC8TA9GBGG977GDCX49,player 4,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,51,100,1,0,1,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",24,51,100,1,0,1,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",24
no picture,pb,7,01JD60RFK9JVBTBHS70AN5RCE4,01JD60KT7TW30N9Z8PC5A0Q8CT,player 1,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,50,59,12,0,12,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25,50,59,12,0,12,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25
"did you click ""look at photo""",q,7,01JD60KT7TW30N9Z8PC5A0Q8CT,01JD60RFK9JVBTBHS70AN5RCE4,player 3,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,50,51,0,1,1,0,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25,50,51,0,1,1,0,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25
There are 5 squirrels and 5 rabbits,pn,8,01JD60KT7TW30N9Z8PC5A0Q8CT,01JD60QFT5B3EAKCNMJS6M39SQ,player 2,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,NA,NA,5,5,10,0.5,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",NA,NA,NA,5,5,10,0.5,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",NA
one squirrel and zero rabbits,pn,8,01JD60QFT5B3EAKCNMJS6M39SQ,01JD60RFK9JVBTBHS70AN5RCE4,player 3,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,51,50,0,1,1,0,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",24,51,50,0,1,1,0,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",24
One rabbit all alone.,pn,8,01JD60RFK9JVBTBHS70AN5RCE4,01JD60RPC8TA9GBGG977GDCX49,player 4,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,100,76,1,0,1,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25,100,76,1,0,1,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25
look at photo wont work,o,8,01JD60RPC8TA9GBGG977GDCX49,01JD60KT7TW30N9Z8PC5A0Q8CT,player 1,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,90,100,12,0,12,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",15,90,100,12,0,12,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",15
nothing again,o,8,01JD60RPC8TA9GBGG977GDCX49,01JD60KT7TW30N9Z8PC5A0Q8CT,player 1,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,90,100,12,0,12,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",15,90,100,12,0,12,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",15
Still one rabbit,pn,8,01JD60RFK9JVBTBHS70AN5RCE4,01JD60RPC8TA9GBGG977GDCX49,player 4,interactive,SR,01JD60N79W8D6H6FRGYDPMWSGZ,100,76,1,0,1,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25,100,76,1,0,1,1,6,18,0.75,0.9763,0.375,23548,"0.81,1.1","0.36,0.48","20,25",25
2 rabbits,pn,1,01JD60MBB41ZKY8D332ZZPNJJZ,01JD60RQ0NYY4E5WMWCJ2ETP1V,player 4,interactive,SR,01JD60N52JBSTJWB7TGYSPTFQA,100,100,2,0,2,1,8,22,0.7333,1.0776,0.1944,23656,"0.81,1.1","0.12,0.24","25,30",26.67,100,100,2,0,2,1,8,22,0.7333,1.0776,0.1944,23656,"0.81,1.1","0.12,0.24","25,30",26.67
13 rabbits,pn,1,01JD60RQ0NYY4E5WMWCJ2ETP1V,01JD60MBB41ZKY8D332ZZPNJJZ,player 2,interactive,SR,01JD60N52JBSTJWB7TGYSPTFQA,87,81,13,5,18,0.722222222222222,8,22,0.7333,1.0776,0.1944,23656,"0.81,1.1","0.12,0.24","25,30",13.67,87,81,13,5,18,0.722222222222222,8,22,0.7333,1.0776,0.1944,23656,"0.81,1.1","0.12,0.24","25,30",13.67
6 animals,pn,1,01JD60QSVTWQMD2M7VJES8TEV9,01JD60KZA1T55NPP5HH31PQ1VM,player 1,interactive,SR,01JD60N52JBSTJWB7TGYSPTFQA,30,100,3,3,6,0.5,8,22,0.7333,1.0776,0.1944,23656,"0.81,1.1","0.12,0.24","25,30",43.33,30,100,3,3,6,0.5,8,22,0.7333,1.0776,0.1944,23656,"0.81,1.1","0.12,0.24","25,30",43.33
"I saw 4 rabbits, no squirrels",pn,1,01JD60KZA1T55NPP5HH31PQ1VM,01JD60QSVTWQMD2M7VJES8TEV9,player 3,interactive,SR,01JD60N52JBSTJWB7TGYSPTFQA,75,66,4,0,4,1,8,22,0.7333,1.0776,0.1944,23656,"0.81,1.1","0.12,0.24","25,30",1.67,75,66,4,0,4,1,8,22,0.7333,1.0776,0.1944,23656,"0.81,1.1","0.12,0.24","25,30",1.67
"3 rabbits, 3 squirrels",pn,1,01JD60QSVTWQMD2M7VJES8TEV9,01JD60KZA1T55NPP5HH31PQ1VM,player 1,interactive,SR,01JD60N52JBSTJWB7TGYSPTFQA,30,100,3,3,6,0.5,8,22,0.7333,1.0776,0.1944,23656,"0.81,1.1","0.12,0.24","25,30",43.33,30,100,3,3,6,0.5,8,22,0.7333,1.0776,0.1944,23656,"0.81,1.1","0.12,0.24","25,30",43.33
2 rabbits,pn,2,01JD60QSVTWQMD2M7VJES8TEV9,01JD60RQ0NYY4E5WMWCJ2ETP1V,player 4,interactive,SR,01JD60N52JBSTJWB7TGYSPTFQA,75,76,2,0,2,1,8,22,0.7333,1.0776,0.1944,23656,"0.81,1.1","0.12,0.24","25,30",1.67,75,76,2,0,2,1,8,22,0.7333,1.0776,0.1944,23656,"0.81,1.1","0.12,0.24","25,30",1.67
"I saw 4 rabbits, no squirrels",pn,2,01JD60MBB41ZKY8D332ZZPNJJZ,01JD60QSVTWQMD2M7VJES8TEV9,player 3,interactive,SR,01JD60N52JBSTJWB7TGYSPTFQA,93,38,4,0,4,1,8,22,0.7333,1.0776,0.1944,23656,"0.81,1.1","0.12,0.24","25,30",19.67,93,38,4,0,4,1,8,22,0.7333,1.0776,0.1944,23656,"0.81,1.1","0.12,0.24","25,30",19.67
"3 squirrels, 3 rabbits",pn,2,01JD60RQ0NYY4E5WMWCJ2ETP1V,01JD60KZA1T55NPP5HH31PQ1VM,player 1,interactive,SR,01JD60N52JBSTJWB7TGYSPTFQA,50,23,3,3,6,0.5,8,22,0.7333,1.0776,0.1944,23656,"0.81,1.1","0.12,0.24","25,30",23.33,50,23,3,3,6,0.5,8,22,0.7333,1.0776,0.1944,23656,"0.81,1.1","0.12,0.24","25,30",23.33
2 rabbits,pn,3,01JD60KZA1T55NPP5HH31PQ1VM,01JD60RQ0NYY4E5WMWCJ2ETP1V,player 4,interactive,SR,01JD60N52JBSTJWB7TGYSPTFQA,75,89,2,0,2,1,8,22,0.7333,1.0776,0.1944,23656,"0.81,1.1","0.12,0.24","25,30",1.67,75,89,2,0,2,1,8,22,0.7333,1.0776,0.1944,23656,"0.81,1.1","0.12,0.24","25,30",1.67
"3 squirrels, 3 rabbits",pn,3,01JD60MBB41ZKY8D332ZZPNJJZ,01JD60KZA1T55NPP5HH31PQ1VM,player 1,interactive,SR,01JD60N52JBSTJWB7TGYSPTFQA,37,95,3,3,6,0.5,8,22,0.7333,1.0776,0.1944,23656,"0.81,1.1","0.12,0.24","25,30",36.33,37,95,3,3,6,0.5,8,22,0.7333,1.0776,0.1944,23656,"0.81,1.1","0.12,0.24","25,30",36.33
"I saw 4 rabbits, no squirrels",pn,3,01JD60RQ0NYY4E5WMWCJ2ETP1V,01JD60QSVTWQMD2M7VJES8TEV9,player 3,interactive,SR,01JD60N52JBSTJWB7TGYSPTFQA,NA,NA,4,0,4,1,8,22,0.7333,1.0776,0.1944,23656,"0.81,1.1","0.12,0.24","25,30",NA,NA,NA,4,0,4,1,8,22,0.7333,1.0776,0.1944,23656,"0.81,1.1","0.12,0.24","25,30",NA
100% rabbits,sb,3,01JD60KZA1T55NPP5HH31PQ1VM,01JD60RQ0NYY4E5WMWCJ2ETP1V,player 4,interactive,SR,01JD60N52JBSTJWB7TGYSPTFQA,75,89,2,0,2,1,8,22,0.7333,1.0776,0.1944,23656,"0.81,1.1","0.12,0.24","25,30",1.67,75,89,2,0,2,1,8,22,0.7333,1.0776,0.1944,23656,"0.81,1.1","0.12,0.24","25,30",1.67
